"subject" "activity" "tbodyacc-mean-x" "tbodyacc-mean-y" "tbodyacc-mean-z" "tbodyacc-std-x" "tbodyacc-std-y" "tbodyacc-std-z" "tgravityacc-mean-x" "tgravityacc-mean-y" "tgravityacc-mean-z" "tgravityacc-std-x" "tgravityacc-std-y" "tgravityacc-std-z" "tbodyaccjerk-mean-x" "tbodyaccjerk-mean-y" "tbodyaccjerk-mean-z" "tbodyaccjerk-std-x" "tbodyaccjerk-std-y" "tbodyaccjerk-std-z" "tbodygyro-mean-x" "tbodygyro-mean-y" "tbodygyro-mean-z" "tbodygyro-std-x" "tbodygyro-std-y" "tbodygyro-std-z" "tbodygyrojerk-mean-x" "tbodygyrojerk-mean-y" "tbodygyrojerk-mean-z" "tbodygyrojerk-std-x" "tbodygyrojerk-std-y" "tbodygyrojerk-std-z" "tbodyaccmag-mean" "tbodyaccmag-std" "tgravityaccmag-mean" "tgravityaccmag-std" "tbodyaccjerkmag-mean" "tbodyaccjerkmag-std" "tbodygyromag-mean" "tbodygyromag-std" "tbodygyrojerkmag-mean" "tbodygyrojerkmag-std" "fbodyacc-mean-x" "fbodyacc-mean-y" "fbodyacc-mean-z" "fbodyacc-std-x" "fbodyacc-std-y" "fbodyacc-std-z" "fbodyaccjerk-mean-x" "fbodyaccjerk-mean-y" "fbodyaccjerk-mean-z" "fbodyaccjerk-std-x" "fbodyaccjerk-std-y" "fbodyaccjerk-std-z" "fbodygyro-mean-x" "fbodygyro-mean-y" "fbodygyro-mean-z" "fbodygyro-std-x" "fbodygyro-std-y" "fbodygyro-std-z" "fbodyaccmag-mean" "fbodyaccmag-std" "fbodybodyaccjerkmag-mean" "fbodybodyaccjerkmag-std" "fbodybodygyromag-mean" "fbodybodygyromag-std" "fbodybodygyrojerkmag-mean" "fbodybodygyrojerkmag-std"
3 "standing" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
3 "laying" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
5 "walking" 0.266674461551724 -0.0222724828896552 -0.119616508741379 -0.563465509274138 -0.460651918275862 -0.574450225431035 0.74959467137931 -0.0866959973965517 0.0408945352672414 -0.970685375517241 -0.950134338275862 -0.936794737586207 0.131250967482759 -0.00993561250862069 -0.0141510019703966 -0.599109312034483 -0.582326605931034 -0.739089661172414 -0.0170669058396552 -0.0993154979189655 0.0968633361034483 -0.732109227241379 -0.654797441344828 -0.596676243013793 -0.104171317993103 -0.0384586508396552 -0.0466301457948276 -0.724473990862069 -0.767824279798276 -0.714295805017241 -0.501255607681034 -0.54632648537931 -0.501255607681034 -0.54632648537931 -0.617971752963793 -0.583389831754483 -0.583680059844828 -0.649097544775862 -0.743279157413793 -0.760301743706897 -0.585592404896552 -0.497139273827586 -0.625010598827586 -0.556981544293103 -0.477669712827586 -0.582087461987931 -0.621862809875862 -0.598144478506897 -0.713949570172414 -0.611595776172414 -0.594160929327586 -0.763335650517241 -0.683494070724138 -0.676569633672414 -0.596244375293103 -0.749240377241379 -0.647674007310345 -0.637034309948276 -0.541686831896552 -0.620488665165517 -0.572686016948276 -0.600498413293103 -0.684461894094828 -0.688577161724138 -0.757832076841379 -0.781358441741379
5 "walkingupstairs" 0.269969150586207 -0.0180437409191379 -0.115163596568966 -0.593069668913793 -0.463223924284483 -0.591715041243103 0.753394321896552 -0.10117661612069 0.0411845742413793 -0.96824211637931 -0.94354970137931 -0.936149037586207 0.0499122716672414 0.00435292382586207 0.00637367292758621 -0.622909153862069 -0.598924900431035 -0.755166697 -0.0527408979968966 -0.066720229012069 0.0604494057465517 -0.724315804827586 -0.666491019103448 -0.584833365362069 -0.100282255908621 -0.0543756002793103 -0.0688391636724138 -0.735159232586207 -0.776929341448276 -0.7256793235 -0.523779923589483 -0.572516720793103 -0.523779923589483 -0.572516720793103 -0.63906435957069 -0.60678260162069 -0.571213832534483 -0.637205864825862 -0.754679172603448 -0.762931182103448 -0.611676621603448 -0.511552964939655 -0.644555875534483 -0.58773753637931 -0.474479115644828 -0.596459309956897 -0.643112265024138 -0.614642881034483 -0.731152186465517 -0.636163005498276 -0.610670208501724 -0.778212479827586 -0.669320728327586 -0.685059510551724 -0.603093439706897 -0.743626592931035 -0.660850733086207 -0.619934854305172 -0.563063887051724 -0.644944798327586 -0.599040190724138 -0.619795658086207 -0.679160839665517 -0.674511520137931 -0.763746469706897 -0.778993166517241
5 "walkingdownstairs" 0.272124406724138 -0.0216746517381034 -0.108639924465517 -0.590749622167241 -0.458860336348276 -0.59482836562069 0.703350412413793 -0.0794918609827586 0.0613361447551724 -0.961772884482759 -0.951944729655172 -0.945192639827586 0.0233859618862069 0.0260117086212069 0.0132982910462931 -0.620941240225862 -0.59967932662069 -0.7542764215 -0.039657321962069 -0.079306042037931 0.0474450849482759 -0.707281141034483 -0.667851719293103 -0.583147264513793 -0.0451522446310345 -0.0387678979931034 -0.0659510211637931 -0.740331398103448 -0.775144170082759 -0.726490564706897 -0.523142832272414 -0.572542187706897 -0.523142832272414 -0.572542187706897 -0.637812749667241 -0.605513797931034 -0.5583930615 -0.624237707224138 -0.756519748258621 -0.764028086013793 -0.595101992934483 -0.505163838586207 -0.644114845655172 -0.590742105162069 -0.471377590982759 -0.601569542431034 -0.634060849774138 -0.615748504098276 -0.731204499893103 -0.641531786793103 -0.609941198086207 -0.776366604982759 -0.651870736413793 -0.683130640862069 -0.600886586224138 -0.726340430017241 -0.664265933061724 -0.618517061665517 -0.56077548212069 -0.64671234097069 -0.597612782086207 -0.619470036896552 -0.667145244931034 -0.663220663275862 -0.762834751034483 -0.782910742517241
5 "sitting" 0.285699428448276 -0.0182452862931034 -0.107930915224138 -0.575059428251724 -0.459999694448276 -0.590235722337586 0.703767918793103 -0.0788874804310345 0.0609785260655172 -0.968763260172414 -0.95769138637931 -0.944557825517241 0.0500637897758621 0.0305087571060345 0.0126948328565517 -0.609232355206897 -0.60976236462069 -0.74763288387931 -0.0192301411915517 -0.086465756862069 0.0395434837293103 -0.697660665344828 -0.660340190810345 -0.589275349562069 -0.0912772934655172 -0.01204103701 -0.0634388645705172 -0.738829543275862 -0.763479242137931 -0.726256089741379 -0.517058534086207 -0.55786175735 -0.517058534086207 -0.55786175735 -0.633422744586207 -0.598075226224138 -0.561934363413793 -0.628691764810345 -0.749501191877586 -0.755800474448276 -0.589477758844828 -0.515327489362069 -0.640577524517241 -0.571723812758621 -0.468345758360345 -0.597265215034483 -0.620523004172414 -0.623867946258621 -0.723354054534483 -0.633432126789655 -0.622354785310345 -0.771082225396552 -0.6551011635 -0.67295587162069 -0.593272428931034 -0.713045866034483 -0.658470403189655 -0.628788536301724 -0.552003683810345 -0.630506231724138 -0.587362742160345 -0.615376952965517 -0.664539755293103 -0.671550263677586 -0.755091722827586 -0.774213684101724
5 "standing" 0.27450956462069 -0.0151720857260345 -0.110833457 -0.572313315122414 -0.47397840062069 -0.603745790637931 0.704904612413793 -0.0787301796431034 0.0606892087206897 -0.970948361896552 -0.960388703965517 -0.953673623275862 0.0704094274789655 -0.00260039230568966 0.00278440592396552 -0.608766824189655 -0.609746695155172 -0.753299239155172 -0.0260331274844828 -0.0797945710103448 0.0774142783793103 -0.705165843293104 -0.66945939637931 -0.588046353586207 -0.111077813844828 -0.040549564437931 -0.0429070744189655 -0.735891898275862 -0.774133779465517 -0.725863859293103 -0.518716582748276 -0.574793349396552 -0.518716582748276 -0.574793349396552 -0.632897586862069 -0.606102444568966 -0.565038949931034 -0.645325829448276 -0.75338121012069 -0.766144778172414 -0.586087541624138 -0.515371926512069 -0.654640453965517 -0.5682959846 -0.488491509094828 -0.610292841362069 -0.622876991862069 -0.628769354931034 -0.72915202812069 -0.629429232315517 -0.616047980244828 -0.776430364137931 -0.653290156534483 -0.68342401362069 -0.592614867965517 -0.723805773189655 -0.665792667068966 -0.626997605241379 -0.56380543012069 -0.647932036275862 -0.593815604672414 -0.625542667241379 -0.67541403912069 -0.689648330758621 -0.763278964706897 -0.787152187396552
5 "laying" 0.277228487017241 -0.0153499719224138 -0.113479363017241 -0.566751904151724 -0.447167666534483 -0.580234249672414 0.729766157413793 -0.0963699113448276 0.047373938677931 -0.961267644655172 -0.959505500517241 -0.934094817068965 0.0755561825275862 -0.000203993882758619 -0.00226342335103448 -0.598870618327586 -0.576169729189655 -0.735180667775862 -0.0389071487189655 -0.0594812558275862 0.0666440957413793 -0.682769235344828 -0.671524234275862 -0.576348979448276 -0.103696410571379 -0.0440738143189655 -0.0394407950139655 -0.720541661551724 -0.770490386775862 -0.703830016155172 -0.502935373982759 -0.551671196551724 -0.502935373982759 -0.551671196551724 -0.614766652834483 -0.583896310844828 -0.563085269827586 -0.627738191034483 -0.743005581258621 -0.757416387862069 -0.576098117068966 -0.493726422655172 -0.627352066862069 -0.564775911676724 -0.460142648775862 -0.590211216344828 -0.605234655948276 -0.599353744793103 -0.711627435862069 -0.630053367241379 -0.579940590825862 -0.757563339913793 -0.631419255103448 -0.687388522139655 -0.576027463851724 -0.701355135551724 -0.666148656981035 -0.618209707206897 -0.546505090043103 -0.626774645137931 -0.571425704250862 -0.603603858141379 -0.660435416551724 -0.672400805 -0.755199379448276 -0.778935242655172
6 "walking" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
6 "walkingupstairs" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
6 "walkingdownstairs" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
6 "sitting" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
6 "standing" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
6 "laying" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
7 "walking" 0.267360229482759 -0.0221994180881034 -0.108057624534483 -0.566821953206897 -0.435467961643103 -0.569091667032759 0.73640897637931 -0.0928254824741379 0.0442110854413793 -0.970755457241379 -0.946520543793103 -0.935454526034483 0.0866275128103448 0.0183734899215517 0.00932756323481035 -0.612330474413793 -0.571613422537931 -0.735344421741379 -0.00641699508793103 -0.0756442054224138 0.0684100354482759 -0.696128719448276 -0.66633239497069 -0.573689214617241 -0.095669304112069 -0.0772225579655172 -0.0651043343103448 -0.721215495344828 -0.771041895793103 -0.702829600741379 -0.498506905034483 -0.550157822534483 -0.498506905034483 -0.550157822534483 -0.617971438724138 -0.594548029155172 -0.558685225706897 -0.643860894137931 -0.741809704053448 -0.759236930310345 -0.591201151224138 -0.479275264517241 -0.620288729082759 -0.559014637672414 -0.451260249822414 -0.576482258963276 -0.626414544346552 -0.593722984248448 -0.713489030913793 -0.632917788551724 -0.577191229793103 -0.755705141672414 -0.642518172034483 -0.682155226017241 -0.573986911482759 -0.715629613241379 -0.660506005913793 -0.615743674327586 -0.542184502224138 -0.625612972455172 -0.5795225815 -0.618209743306207 -0.670610416517241 -0.688967708448276 -0.756081766517241 -0.781401474672414
7 "walkingupstairs" 0.260320282241379 -0.0195791097275862 -0.0897662331327586 -0.569080873331035 -0.469690138155172 -0.581250645181035 0.714878983103448 -0.0862763852586207 0.0599348805593103 -0.958302707586207 -0.957154393275862 -0.941120817844828 0.099561267787931 0.00227718950862069 -0.00982151192603448 -0.620405526517241 -0.595265826086207 -0.73708957919069 -0.0147287560224138 -0.0874484737706896 0.10544715012069 -0.737520169637931 -0.679880862989483 -0.593406886094828 -0.109382194431034 -0.0819769071741379 -0.0709930480465517 -0.740148595517241 -0.777143939137931 -0.713419343948276 -0.510772220386207 -0.55612227637931 -0.510772220386207 -0.55612227637931 -0.630924888982759 -0.601693551948276 -0.585143491396552 -0.67241578137931 -0.751492621551724 -0.772379255517241 -0.606504690086207 -0.506729633115517 -0.634815228756897 -0.556481715875862 -0.485295592896552 -0.586700284875862 -0.639307314706897 -0.620249036677586 -0.719222537448276 -0.635698009308621 -0.595612547344828 -0.753281274724138 -0.67535968 -0.692702908482759 -0.600344737189655 -0.758636182241379 -0.676318774694828 -0.630739575160345 -0.565801431482759 -0.621118262506897 -0.596038343931034 -0.61274270812069 -0.694096879362069 -0.716047784655172 -0.770158265103448 -0.792556130931034
7 "walkingdownstairs" 0.271585394272414 -0.0189075035258621 -0.108308011517241 -0.606372974137931 -0.489788568098276 -0.603011909632759 0.715582864827586 -0.0903055295362069 0.0595140849396552 -0.966703070689655 -0.951371867241379 -0.944824817758621 0.0669075919706897 0.0216061328224138 -0.004545845745 -0.651233958960345 -0.627496204931035 -0.757394047293103 -0.0519498158724138 -0.0693834691551724 0.0841188300862069 -0.747064517482759 -0.699328277586207 -0.605551676913793 -0.104902347816897 -0.0371544768137931 -0.0558709138448276 -0.74874296862069 -0.801594105862069 -0.734637147775862 -0.541801515555172 -0.581777754465517 -0.541801515555172 -0.581777754465517 -0.662221011758621 -0.628951809253448 -0.59330289107069 -0.681317170758621 -0.773738857758621 -0.791760144482759 -0.630535807551724 -0.536674179913793 -0.659616076862069 -0.598140986896552 -0.500630204268966 -0.604747088068965 -0.665519488682759 -0.649187211224138 -0.741852760706897 -0.668521530117241 -0.629386842958966 -0.771793701551724 -0.697546083103448 -0.723221367051724 -0.609393937396552 -0.764304506724138 -0.688978585413793 -0.643379613639655 -0.58875283322069 -0.644610466482759 -0.624917370944828 -0.637378275705172 -0.704230443275862 -0.722928618965517 -0.790746424827586 -0.808671984827586
7 "sitting" 0.276531668965517 -0.020249396687931 -0.106568470275862 -0.621549652448276 -0.519854383551724 -0.60757971862069 0.715766354137931 -0.0844974240844828 0.059284397322069 -0.969091118965517 -0.956037175172414 -0.945649728793103 0.112370694586207 -0.00690310516551724 -0.0312007661080862 -0.666709708108621 -0.654189323137931 -0.773196063327586 -0.0182424282275862 -0.0800875275844828 0.0696187201 -0.741210877413793 -0.699884926413793 -0.625015955034483 -0.0982127815741379 -0.0382975307586207 -0.032514411742069 -0.757905975689655 -0.812522713793103 -0.75091272137931 -0.558841185137931 -0.610784618081034 -0.558841185137931 -0.610784618081034 -0.678549041034483 -0.655067389896552 -0.608191139155172 -0.669951877913793 -0.785028876896552 -0.803454177931034 -0.638371345534483 -0.571743784315517 -0.664581993844828 -0.6159467352 -0.524914152758621 -0.609214418410345 -0.682664232 -0.678474942 -0.755208447413793 -0.680174463439655 -0.651706741703448 -0.789944815224138 -0.694659465 -0.733333604787931 -0.634217005931034 -0.757627154482759 -0.684934372189655 -0.658609904672414 -0.609381152982759 -0.672610437775862 -0.6485967604 -0.666162013431035 -0.7080665205 -0.703626951793103 -0.803032666896552 -0.818163969655172
7 "standing" 0.284777025172414 -0.0182002608982759 -0.113361147655172 -0.617862131931034 -0.507412279758621 -0.604994841205172 0.71443350637931 -0.0896162142775862 0.053534292637931 -0.968511114827586 -0.953622017931035 -0.944890108275862 0.0930553353224138 -0.0177607087172414 -0.0133990815410345 -0.658562213103448 -0.641979642332759 -0.75776536337931 0.00495891433965517 -0.0859217883275862 0.0416145868103448 -0.733094958598276 -0.696869980362069 -0.609627848931034 -0.110981974234483 -0.0374544775810345 -0.0268284823137931 -0.757868027758621 -0.803418037068966 -0.729357582 -0.554195083437931 -0.60458752537931 -0.554195083437931 -0.60458752537931 -0.668950149413793 -0.639924338034483 -0.598363021551724 -0.654248010086207 -0.776271815862069 -0.794363308448276 -0.639896644517241 -0.554900032010345 -0.65906035987931 -0.610541969534483 -0.515986545862069 -0.608632374327586 -0.670645090689655 -0.65576268457069 -0.738006729482759 -0.677563266784483 -0.651851565827586 -0.776076369706897 -0.684758925534483 -0.722457556810345 -0.614373126534483 -0.749871546 -0.686259160982759 -0.648077284310345 -0.606529505832759 -0.665659133431034 -0.634616861327586 -0.650433674310345 -0.692449746937931 -0.68980983895 -0.794855193155172 -0.809443438965517
